,"lr, lambda, dropout","p, q, z, k",Validation Loss w/ Penalty,Val. Loss,exceptions
0,"[0.0001, 0, 0.2]","[1, 3, 1, 2]",0.08285627391422168,0.0026453216841319386,0.052980132450331126
1,"[0.0001, 0.001, 0.2]","[1, 3, 1, 2]",0.08450848988024517,0.002640980156198203,0.052980132450331126
2,"[0.0001, 0.01, 0.2]","[1, 3, 1, 2]",0.09740900264121592,0.0026274064919407027,0.052980132450331126
3,"[0.0001, 0.1, 0.2]","[1, 3, 1, 2]",0.22469801891595126,0.002595736936667142,0.052980132450331126
4,"[0.0001, 1, 0.2]","[1, 3, 1, 2]",1.5041700795292854,0.002583330780429917,0.052980132450331126
5,"[0.0001, 10, 0.2]","[1, 3, 1, 2]",14.30075094819069,0.002581893252078064,0.052980132450331126
