,"lr, lambda, dropout","p, q, z, k",Validation Loss w/ Penalty,Val. Loss,exceptions
0,"[0.001, 0, 0.2]","[1, 3, 1, 2]",0.002516181494574994,0.0025020138539021417,0.033112582781456956
1,"[0.001, 0.001, 0.2]","[1, 3, 1, 2]",0.002683275113813579,0.0025768756875119794,0.033112582781456956
2,"[0.001, 0.01, 0.2]","[1, 3, 1, 2]",0.002609110593330115,0.0025900388013737124,0.033112582781456956
