date,TSLA,y_pred,y_true
2015-01-05,0.00564825584215134,-0.047513753175735474,0.005648255813866854
2015-01-09,-0.02176813088306817,-0.04808928072452545,-0.021768130362033844
2015-01-12,0.010037948528329732,-0.04762820899486542,0.010037948377430439
2015-01-12,0.010037948528329732,-0.04776175320148468,0.010037948377430439
2015-01-12,0.010037948528329732,-0.1516280323266983,0.010037948377430439
2015-01-12,0.010037948528329732,-0.047406017780303955,0.010037948377430439
2015-01-14,-0.004264609130344432,-0.04744553565979004,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.048097044229507446,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.04808342456817627,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.0482783317565918,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.05339255928993225,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.1787588894367218,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.04744440317153931,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.04747629165649414,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.04745079576969147,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.04741761088371277,-0.004264608956873417
2015-01-14,-0.004264609130344432,-0.047931402921676636,-0.004264608956873417
2015-01-15,0.006234752215779071,-0.048597514629364014,0.0062347520142793655
2015-01-15,0.006234752215779071,-0.04781582951545715,0.0062347520142793655
2015-01-15,0.006234752215779071,-0.04926981031894684,0.0062347520142793655
2015-01-15,0.006234752215779071,-0.0533834844827652,0.0062347520142793655
2015-01-16,-0.0059221120227324064,-0.04874107241630554,-0.00592211214825511
2015-01-20,0.02388791624301323,-0.04743075370788574,0.023887915536761284
2015-01-21,0.025366093948943735,-0.04764150083065033,0.02536609396338463
2015-01-21,0.025366093948943735,-0.04768802225589752,0.02536609396338463
2015-01-21,0.025366093948943735,-0.17889422178268433,0.02536609396338463
2015-01-21,0.025366093948943735,-0.04739341139793396,0.02536609396338463
2015-01-22,-0.0016380356186695977,-0.048905402421951294,-0.0016380356391891837
2015-01-26,-0.0027634448314177718,-0.04756133258342743,-0.0027634447906166315
2015-01-28,0.02882275089094133,-0.04740495979785919,0.028822751715779305
2015-02-04,0.011102671802986297,-0.04731351137161255,0.01110267173498869
2015-02-09,-0.00548679049577272,-0.04760873317718506,-0.005486790556460619
2015-02-09,-0.00548679049577272,-0.04735872149467468,-0.005486790556460619
2015-02-10,-0.01626729630489354,-0.04725155234336853,-0.01626729592680931
2015-02-11,-0.04773813562880047,-0.04789285361766815,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.18037119507789612,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.0475602000951767,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.0475345253944397,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.04743547737598419,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.04750838875770569,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.04742144048213959,-0.04773813486099243
2015-02-11,-0.04773813562880047,-0.04741466045379639,-0.04773813486099243
2015-02-12,0.004377269986898025,-0.04898485541343689,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04746372997760773,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04803702235221863,0.004377270117402077
2015-02-12,0.004377269986898025,-0.05004186928272247,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04903629422187805,0.004377270117402077
2015-02-12,0.004377269986898025,-0.17374500632286072,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047629013657569885,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047677263617515564,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047418951988220215,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047541335225105286,0.004377270117402077
2015-02-12,0.004377269986898025,-0.0472465455532074,0.004377270117402077
2015-02-12,0.004377269986898025,-0.05068826675415039,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04776586592197418,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047465115785598755,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04757621884346008,0.004377270117402077
2015-02-12,0.004377269986898025,-0.047519683837890625,0.004377270117402077
2015-02-12,0.004377269986898025,-0.05143016576766968,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04744313657283783,0.004377270117402077
2015-02-12,0.004377269986898025,-0.04794299602508545,0.004377270117402077
2015-02-12,0.004377269986898025,-0.049360841512680054,0.004377270117402077
2015-02-13,0.0028422373753067554,-0.04742856323719025,0.002842237474396825
2015-02-13,0.0028422373753067554,-0.04735472798347473,0.002842237474396825
2015-02-13,0.0028422373753067554,-0.07824724167585373,0.002842237474396825
2015-02-13,0.0028422373753067554,-0.047538623213768005,0.002842237474396825
2015-02-17,0.0005381783039690724,-0.04966333508491516,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.048411786556243896,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.04742242395877838,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.04753720760345459,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.050013720989227295,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.047452181577682495,0.0005381783121265471
2015-02-17,0.0005381783039690724,-0.04750800132751465,0.0005381783121265471
2015-02-18,0.03484507420436378,-0.04979942739009857,0.03484507277607918
2015-02-18,0.03484507420436378,-0.04748106002807617,0.03484507277607918
2015-02-19,0.02518669958065267,-0.047997817397117615,0.025186698883771896
2015-02-19,0.02518669958065267,-0.047487229108810425,0.025186698883771896
2015-02-19,0.02518669958065267,-0.04859811067581177,0.025186698883771896
2015-02-19,0.02518669958065267,-0.048203736543655396,0.025186698883771896
2015-02-19,0.02518669958065267,-0.04775187373161316,0.025186698883771896
2015-02-20,-0.04604414513694666,-0.04729868471622467,-0.04604414477944374
2015-02-20,-0.04604414513694666,-0.04741987586021423,-0.04604414477944374
2015-02-20,-0.04604414513694666,-0.047643184661865234,-0.04604414477944374
2015-02-20,-0.04604414513694666,-0.047455355525016785,-0.04604414477944374
2015-02-23,-0.015700937648674085,-0.049223706126213074,-0.015700938180088997
2015-02-24,-0.0017162494669844541,-0.04749143123626709,-0.0017162495059892535
2015-02-26,-0.018756826221474565,-0.04769344627857208,-0.018756825476884842
2015-02-27,-0.030002041037217708,-0.04998929798603058,-0.030002040788531303
2015-03-02,0.011237539737762425,-0.047243133187294006,0.01123753935098648
2015-03-02,0.011237539737762425,-0.04741910099983215,0.01123753935098648
2015-03-03,0.014328632289798637,-0.04785686731338501,0.01432863250374794
2015-03-03,0.014328632289798637,-0.04996196925640106,0.01432863250374794
2015-03-03,0.014328632289798637,-0.04842476546764374,0.01432863250374794
2015-03-04,-0.00898118959224492,-0.04839080572128296,-0.0089811896905303
2015-03-05,-0.03422299126233597,-0.04834596812725067,-0.03422299027442932
2015-03-06,-0.015594438016240275,-0.04760304093360901,-0.015594437718391418
2015-03-06,-0.015594438016240275,-0.050091639161109924,-0.015594437718391418
2015-03-09,-0.0029381046091354612,-0.04795807600021362,-0.002938104560598731
2015-03-09,-0.0029381046091354612,-0.04748937487602234,-0.002938104560598731
2015-03-09,-0.0029381046091354612,-0.047899022698402405,-0.002938104560598731
